,Datetime,Tweet Id,Text,Username
3831,2022-08-19 16:42:09+00:00,1560668450204237825,@Catrepeneur Stay comfy and cozy. Rest will help you heal. ♥️,ThaisRue
3832,2022-08-19 16:23:59+00:00,1560663879574642689,"For #writerslift — an article by my Heal + Create Writing Community partner @losapala 

https://t.co/Qk7SQwwZZh

#amwriting #procrastination",JacobNordby
3833,2022-08-19 16:20:57+00:00,1560663117478014976,"@usual_suspect89 Yeah that may not be as fixable with online classes; though, as I’m sure you know, breaking the cycle of that with your daughter may prove to heal some of that for you too. A lot of my own personal growth has happened since my kids joined the tennis community",heatherwritesss
3834,2022-08-19 15:58:02+00:00,1560657350977286145,"If you’re looking to prevent, treat or heal from an injury/pain, don’t hesitate to reach out to us today. We’ve treated over thousands of patients and have received many awesome reviews from real patients just like this one! 🌟🌟🌟🌟🌟 

☎️Call us today at 908.676.7621 to visit! https://t.co/GDkL04Cuy1",AmeriCarePT
3835,2022-08-19 15:52:24+00:00,1560655933675814918,"Alright Ghosties a little over a month left!  Of the remaining specters who’s power remains to be known, what power would you want to see them have?  

I think it would be dope to give either Hetty or Sas the ability to heal.  What say you?
#GhostsCBS https://t.co/7JqEJZPIr4",blogginrobin
3836,2022-08-19 15:49:44+00:00,1560655261777694720,"I have no energy for hate- I either love you, wish you well, or hope you heal.",justnathaniel__
3837,2022-08-19 15:42:20+00:00,1560653398700986379,I gotta separate. I gotta heal,buelistic
3838,2022-08-19 15:40:33+00:00,1560652950900396032,Healing is liberating. I pray we all heal &amp; set ourselves free.,SweetBeckyy
3839,2022-08-19 15:39:13+00:00,1560652613795954688,"@csmithshine Big love Crystal.  Heal and then reveal your greatness to someone else in time!

Great ppl don’t stay down for long 🤝💡",BrokenLobo
3840,2022-08-19 15:12:57+00:00,1560646005779009536,"@MaidenEngland96 Deep down Rebecca still has feelings for Ashley.  I mean she freak'n cried after their Survior Series match.
And I believe Ashley somewhat misses Rebecca. Her saying and smiling what a cute picture that is shows she misses their friendship. But yes time does heal all wounds.",DaBexsterioway
3841,2022-08-19 15:00:59+00:00,1560642990959276034,Heal,MaadEthnic
3842,2022-08-19 14:33:15+00:00,1560636013470416898,"103 years of Independence, yet no one is free. Praying for every Afghan today on the eve Independence Day. You shall rise again, and so shall your spirit! 

Just wanted to say, heal soon!

#Afghanistan #LostLove #IndependenceDay 🇦🇫 https://t.co/pRpknDUa2Z",SidhKishore
3843,2022-08-19 14:31:11+00:00,1560635495117365250,"PADDLE. FISH. HEAL.
#HOWNation #veterans #armedforces #military #firstresponders #volunteering #kayakfishingadventures #brotherhood BravoZulu from #Surfman374 💯❤️🤍💙🏁🤙🏴‍☠️ https://t.co/vzFpTf0dWU",dmramsey1
3844,2022-08-19 14:26:37+00:00,1560634343034273793,"I always know when you taking to ya other bish. 
Telling me what I want to hear. Pretending you are down for me. 
When you always keep a spare.
Don’t love bomb me baby.
Just keep it real. 
I know you value the entertainment,
At least till you heal.",AB_DoinTooMuch
3845,2022-08-19 14:19:11+00:00,1560632475063296003,@markaduck @SethOliveras Let them get a full 8 hours of rest for a week so that their bodies can heal and realign with their circadian rhythm.,PrairieReportOU
3846,2022-08-19 13:51:58+00:00,1560625625378856961,@Rey_matata @Devkrz @LiyoFromEthio @benson_apah @nygi_xxv @abieyuwaart @phil_heal @DroidOfZeon @oyisands @afrospiritart @sardoine_Mia @YoungKev_Arts @artofnuel @nftbydrexx @rabatholaka @OlliiMa @mphojacobsart Thank you Rey 🫂💙,HindAbuelgasim
3847,2022-08-19 13:35:07+00:00,1560621382362333184,What has he done so far to even attempt to heal and unify us? https://t.co/YtBdQxkVvN,PhillyGreek11
3848,2022-08-19 13:30:49+00:00,1560620303176310784,"Yeshua #Jesus:
Heal sick, deliver afflicted, visit imprisoned, defend oppressed, welcome strangers, care for less fortunate, share gospel at NO CHARGE, pay taxes &amp; occasionally raise the dead.

Hating people for skin color, gays, pregnant girls &amp; immigrants did NOT make the list. https://t.co/pBAemoUS1i",RealYeshua1
3849,2022-08-19 13:29:35+00:00,1560619990436483073,heal. evolve. ascend. do better!,EvanMRoss1
3850,2022-08-19 13:20:14+00:00,1560617637461245954,@SiddaKarim @Giants Those damn groin injuries. They take forever to heal. Hopefully he’ll be ready to go week 1.,careym74
3851,2022-08-19 13:20:05+00:00,1560617600673005568,"as well as between residents and agencies/institutions.

For more information please visit https://t.co/1rW8PkUYOz

Healing as One’s purpose is to create and support initiatives that bring and heal communities in a unified manner through youth empowerment.

For more information: https://t.co/BfHaWdpLPE",waleedkhogali
3852,2022-08-19 13:19:47+00:00,1560617523862708225,"@KyleSloter Take this short break to heal up and get strong so that when other QB’s get hurt and teams come to their senses to sign you, you’ll be ready to shine",Jim32811271
3853,2022-08-19 12:34:44+00:00,1560606186717597698,@StephenMoore I’d like to remind you: the damage Trump did to our nation may take a generation or more to heal &amp; that’s only *if* there’s justice &amp; consequences for him &amp; his enablers. No one man controls gas prices. But Trump was a cancer in our nation long before he ran for office.,Lisaaif2
3854,2022-08-19 12:34:13+00:00,1560606056912486400,"Secondly, you want to ensure a bunch of pissed off people *don’t* just move on, saying the worst is already over is not a good move. 

Better options: saying nothing/suggesting we move on/hoping we can heal yadda yadda. 

3/",amywilson
3855,2022-08-19 12:31:57+00:00,1560605489011970048,On August 5th 2018 I was attacked I literally died and got born again so I went on the healing ❤️‍🩹 journey and became a better human being yet here I am still doing the same thing I’m just better and faster life is a game I am done playing we can heal our planet 🌎 or I’m leaving https://t.co/KfMsHPu42I,kingjimmyc
3856,2022-08-19 12:06:08+00:00,1560598988998561793,The more I think about it the more I’m exhausted by putting in the work to “heal” from things where the issue is still ongoing and/or I have yet to receive any form of “justice” from.,OnaagoshinAnang
3857,2022-08-19 11:50:38+00:00,1560595090925441030,I was in hiding in BC because of my ex and needed to heal through #IndigenousWays. Domestic violence is not a joke and needs to be taken seriously.,SamadhiMora
3858,2022-08-19 11:44:13+00:00,1560593474533044224,"@gibigill Father please we need a miracle for Gill touch her body with your healing power, give wisdom to her doctors use the the meds please heal her and give her a full recovery in Jesus name amen",rbtiger63
3859,2022-08-19 10:48:30+00:00,1560579451687055366,#hope #joy #peace #love #God @ HEAL Outreach Inc https://t.co/YvbGznq5ko,HEALOUTREACHINC
3860,2022-08-19 09:19:23+00:00,1560557026882727936,Jewels of buddha heal a protect us amen,IsaiahRobledo15
3861,2022-08-19 07:55:55+00:00,1560536020667355136,@Cudibetter @KiDCuDi @entergalaticcud @cudicomfort @indicudder @CudiZoners It’s the Cud Fam! We all going through pain together and we about to heal together 💜,__gabbbss_
3862,2022-08-19 07:45:25+00:00,1560533380462022656,"@eac666a @AlexHamelin187 thank you kindly, she seems to heal my heart. im grateful for the kind words   =D",hildagardener11
3863,2022-08-19 07:42:57+00:00,1560532758522470400,That spark you feel as you start to heal… that’s what life is about!,beayuhtiful
3864,2022-08-19 07:40:14+00:00,1560532072896221185,@gibigill Praying that your crossing will be easy unless God decides to heal you in one way or another.,Phyllis42439284
3865,2022-08-19 07:30:58+00:00,1560529742767480833,@Parth1C Heal up good sir!,javadoggy
3866,2022-08-19 07:15:08+00:00,1560525758518513666,"@RichardEngel ITS unfortunate- we have more understanding in diagnosis and less understanding cause and even fewer options for cures.
It's how we instutionlize our hypocrite oath. 
I wanted to heal at one time-
Instead I was given a gift so I teach.",pasha124k
3867,2022-08-19 07:08:03+00:00,1560523976731795456,I want Jemma to heal and come back better than ever from her trauma  #TheChi https://t.co/k1Fy8CJja9,princexxnellz
3868,2022-08-19 06:51:02+00:00,1560519693361987585,Shangs luckily I gotta wait 6 weeks to heal #justsaying,sadstargurl
3869,2022-08-19 06:32:05+00:00,1560514924274520066,"My dental hygienist recommended I use a ""tooth and gum tonic"" to help my implant site heal. I feel like I just gargled a scented candle.",iamstacy
3870,2022-08-19 06:23:13+00:00,1560512692305141761,"@lisamorgan39 I am so sorry, Lisa.  I don’t know the future, but I do know that if our faith is in Christ, we have nothing to fear.  I am praying that God would heal you - no need to ever give up on that - but more importantly, I pray that He will carry you close to Him through all of this.",BobicJennifer
3871,2022-08-19 05:52:18+00:00,1560504912349261824,@THEREAL_DV @shaqtin That was quite a crash into the wall. Why did you do it? I hope you heal quickly.,mannytopdog
3872,2022-08-19 05:35:33+00:00,1560500696562139137,"Must suck to carry that much hate &amp; jealousy in your heart…

Heal that.",BearySw33t
3873,2022-08-19 05:33:37+00:00,1560500209028927488,"Nicki, BLACKPINK AND TWICE I feel like the world is trying to heal but things keep popping up 😖 #PinkVenomOutTODAY #PINKVENOM #TWICE",juniormoraleth
3874,2022-08-19 05:07:57+00:00,1560493750270451718,I just want my shit to heal already. 😞,not___soPerfect
3875,2022-08-19 04:35:40+00:00,1560485627803492352,"@ChrisR76082 Heal well River,Jesus Christ is with you",higginsgggg
3876,2022-08-19 04:32:29+00:00,1560484826364268544,"Yup. My second abortion was this way. I would say take a week or more off to heal, unfortunately I had to go to work right away. 😑 https://t.co/9lbHXbhoIs",rozzdawggg
3877,2022-08-19 04:30:27+00:00,1560484315385004034,@Brian_DVD Thank you!!! You heal up quick!!! I hope it’s an easy case for you.,UndressJess
3878,2022-08-19 04:14:29+00:00,1560480294452559872,"#GoodNightTwitterWorld
We fall.We break We faill.
BUT THEN, 👀
WE RISE! WE HEAL! WE overcome!#RecoveryPosse #onemonthsober🥳",SHIESTY274
3879,2022-08-19 04:13:03+00:00,1560479936485416960,"just a moment of clarity, the past year and some change really broke me. Broke my heart, broke my mind, broke my soul, I really do appreciate those who’ve helped me heal. As I always say it ain’t over until it’s over and I need to start living true to those very words once again.",troiyt
3880,2022-08-19 03:46:02+00:00,1560473135710978051,Deadass the reason I’m not dating. Like I gotta get my shit together and heal then I’ll date .,EDeeDoubleYou
3881,2022-08-19 02:55:46+00:00,1560460485237121024,Dead ass the sad part is I’m trying to calmly let u heal but still be there but #icantwin #idontcare #WeCantContinueLikeThis #sadly #Accountability #fuckit https://t.co/SfkFJMMM6y,MspanamaRed
3882,2022-08-19 02:54:22+00:00,1560460135843172353,@Irenee51 @MelissaLantsman But he will heal the climate. https://t.co/sKN0qux6RA,DorvalTony
3883,2022-08-19 02:32:09+00:00,1560454541576998912,@raymahl If you’re single work on yourself and truly heal and love yourself. You’ll attract a different type of person and will actually be ready for them,itsNellzz
3884,2022-08-19 02:30:42+00:00,1560454176395726850,"The Eternal Boombox turns 2 today! 🔊
We hope this project promotes self-awareness, and allows you to to heal from the grief in your life. Let us know what tracks you’re still bumping today, we’d love to hear from you‼️❤️ https://t.co/JiYfUXgXUS",thejujuexchange
3885,2022-08-19 02:18:44+00:00,1560451165388546048,"@as_per_danielle They're too close to it to see it. I once went to a wedding for two people who own in yaletown and someone in their speech literally suggested that their love could heal the downtown Eastside.
Downtown, man. It's a trip.",LindsayDianne
3886,2022-08-19 02:10:30+00:00,1560449094698639365,@IssJiggaBaby 😭😭 I didn’t expect to be told my fav colors are trash today but thanks🥲 maybe now I can heal😅,Joseisol
3887,2022-08-19 01:59:12+00:00,1560446251883147266,"@ProGenitor09 @JonHeyman We can’t be 100% sure but, anyone who followed his career from that moment should be able to recognize it seems highly unlikely. I’d wager it’s far more likely 1) he did it once to heal his wrist before anyone found out or 2) he really was that dumb with the cream https://t.co/DYpcXyN0od",SDfanKyle
3888,2022-08-19 01:39:42+00:00,1560441341309382657,@sdutSanders Let the kid heal and come back to open arms. Don’t drive him away. He’s still our Niño @tatis_jr @padres_tu https://t.co/9B78Ak1v1K,felipelinares03
3889,2022-08-19 01:39:11+00:00,1560441211273486340,You ever just get randomly choked up about that moment in Wind Waker where you heal your grandma and she just makes you some soup for being such a good grandchild,Shadmanowitz
3890,2022-08-19 01:22:25+00:00,1560436992684347392,@Transcake_Dog_ I hope you heal quickly &amp; I hope you get good news about that job!,Gaglathax
3891,2022-08-19 01:14:25+00:00,1560434978965561344,"Not feeling very well these past few days. 
Going to bed. We only heal while resting. 

#Spotify_The_LightHouse_Verner 
#TheOriginalUrbanViking 
#LightHouseDann @ Coatsworth Hideaway for Starving Authors https://t.co/rTXT68vuSU",LightHouseDann
3892,2022-08-19 01:13:54+00:00,1560434849693016065,"@LGMandelaBarnes I work in HEALTHCARE, WE TRY TO HEAL NOT KILL.",TammieWorks
3893,2022-08-19 01:13:33+00:00,1560434762233384961,"Me on my way to help Petiri heal his broken heart 🥺❤️ 
#SweetLifeOnMax https://t.co/2g2hyhs0ur",notdariuslee
3894,2022-08-19 01:03:48+00:00,1560432310314483713,I took the summer of from bowling to heal. This return had been rough asf man,King_Jwagner
3895,2022-08-19 00:56:23+00:00,1560430440791654402,@Mollyploofkins The world might begin to heal,ReynoldsLaurel
3896,2022-08-19 00:46:09+00:00,1560427866445303812,Currently in a breakup and I’m binging @simplyshyla_  vids just as a reminder i will heal.,madisonlynnneee
3897,2022-08-19 00:45:43+00:00,1560427758785798144,"Happily doing my job of sharing love and light.❤️💫💫 #EarthAngels do this even when we are hurting bc we feel compelled to &amp; helping others helps to heal us.😇❤️ So, to that, I say, ""Thank U!""🥰 Thank U for the lessons learned (made me wiser &amp; stronger) &amp; helping me to heal.❤️❤️ https://t.co/ShFYBq3awy",EmpressDF222
3898,2022-08-19 00:41:48+00:00,1560426771878739968,@pineapple_13j Well if music has healing powers can it come heal my bank account cause it's hurting. 😂,Curtomac
3899,2022-08-19 00:32:29+00:00,1560424425916342273,@BarrettSallee Best wishes Barrett. Hope you heal quickly.,MattyJ2035
3900,2022-08-19 00:22:39+00:00,1560421952816558080,Time will heal your heart 🙏🏾,AniyahQueen
3901,2022-08-19 00:15:49+00:00,1560420234187739136,"people from six countries and people from across the US working collectively to build HOME and be the hope!

This is what community looks like!  We can do so much more TOGETHER!  Let's continue to be the change we wish to see, heal the world, and build communities where people https://t.co/ddMcK1pSAy",Belovedashevil1
3902,2022-08-18 23:42:06+00:00,1560411749030830080,"“Today is tragic. Carey price is finished! 😭😭😭”

Are you following??? The guy many lauded for waiving his no move for the expansion draft. Do you REALLY think, if he can return, he’d be beyond taking this year - a yr the Habs are better served losing - to get surgery and heal?",robertlouis33
3903,2022-08-18 23:29:25+00:00,1560408556007981058,"If someone told you they had a magic pill that could reduce your pain, heal your body, reduce your wrinkles and make your feel better would you try it? #health  #pill #magic #joy #goodlife #happy @ Nampa, Idaho https://t.co/eXm5RxtWOi",catchingkimnow
3904,2022-08-18 23:03:25+00:00,1560402014772887552,"@lollirunning thanks, Steph.. I will probably regret it in the morning. It’s been a few hours since leaving the gym and that’s kind of hurting already. It was a test to see what I can do and should not do at the gym. I have to be strong going into that surgery to heal quick",TuffyThePooh
3905,2022-08-18 22:44:31+00:00,1560397255206752259,"video drops tmrw &lt;3 wrote this weeks ago. i messed up in a great friendship, we are human &amp; make mistakes. doesnt make it okay. pain leaves scars, &amp; although they heal the memories hold forever. all we can do is learn from it. who you are can be who you were. keep moving fwd 🥀 https://t.co/D4Burw7Len",babygNVRDIE
3906,2022-08-18 22:43:08+00:00,1560396909746987008,"It takes a lot of love, courage &amp; support to heal. Thank you so much for everything &amp; more in the past almost 6 months. 
Today more than 1000 Rakhis are saved in my studio. 
I’m very humbled. 
😍❤️🙏🏼
#ForeverGrateful https://t.co/bYpxvC3X6o",TheVikasKhanna
3907,2022-08-18 22:39:07+00:00,1560395898265518086,@MayoIsSpicyy When is the orange piece of shit going to be indicted ??? He is guilty of so many things - let’s just concentrate on “insurrection “ !!!! We have to get this disgusting turd out of the picture so this country can start to heal.  I am aware of the repercussion but needs to be done,austingal6912
3908,2022-08-18 22:24:24+00:00,1560392193235308544,"@tranquilrmds @JustAwHirsi True. Also doable. With little help the land will heal itself.  These should include:  1. Water conservation methods that replenish the groundwater and, don’t wash topsoil away. 2. Manage grazing pressures.  The charcoal question?  At minimum, ban exporting it. @JustAwHirsi",zshirwac1
3909,2022-08-18 22:19:47+00:00,1560391031962476544,@drew2uhoe and I appreciate having this conversation with you as well. We should be able to always do this with each other. I know the TikToks are fucked and they’re are a lot of guys takin this and running with it but all I want is for both sides to be able to talk to each other and heal,goondesgarcons
3910,2022-08-18 21:59:26+00:00,1560385910570717184,SHE WAS READY TO UNBURDEN HERSELF AND HEAL #RKellyTrial #Rkelly 🖕 🖕🖕🖕🖕🖕🖕🖕🖕 TO ALL HIS PEDO LOVING FANS. Leave Jane the hell alone! https://t.co/op9KjHNdRO,Jasonman94
3911,2022-08-18 21:57:49+00:00,1560385504901742596,Heal ya people father 🙏🏾,HandsomeAssh0le
3912,2022-08-18 21:51:06+00:00,1560383813192060934,@Vix_Hopeless Praying for a safe recovery praying that you heal a 1 million percent out of a 100 instead of just a 100 I pray you heal from your head to toes in the name of Jesus thank God Amen stay safe careful stay blessed Homie vix much love 🙏🏽😇❤️🤘🏽,Rampagebone
3913,2022-08-18 21:40:50+00:00,1560381232516542464,"1/8th of #mmj every 5 days approx. $210-240/mo. #Kush #Sleep For brain injuries, or other injuries that require sleep to heal or to process memories in your sleep that you’d rather forget while awake, mental &amp; physical recovery doesn’t end;  often, we build more memories 2forget.",TrippyCherish
3914,2022-08-18 21:37:23+00:00,1560380363280564224,"@leninspiss I do meditation to heal but when I’m thinking-thinking, it’s often self critical.",NikkiElizDemere
3915,2022-08-18 21:33:23+00:00,1560379357759242240,@MiraSorvino I lost my Dad almost 3 years ago. I don't know if my heart will ever heal. Sending love and hugs your way.,MSTWife
3916,2022-08-18 21:29:11+00:00,1560378296986206216,heal by yourself and show your friends and family how much you glow with self love,EricaSharpie
3917,2022-08-18 20:30:46+00:00,1560363598920273922,"@ZackBlatt As long as he's a hundred 💯 then let him play.
But if he's not then let him heal up.",amaze652
3918,2022-08-18 20:26:08+00:00,1560362433679568896,@evcawolfCZ It’s the healing ❤️‍🩹 journey 2.0 we have a lot of problems inside our dna 🧬 that we can heal with more music 🎶 and super Victor for healing our Mother Earth 🌍 https://t.co/OZSKb6agzw,kingjimmyc
3919,2022-08-18 19:23:03+00:00,1560346558150807552,"@Markgubicza @THEREAL_DV Athleticism 

DV you are so famous!!! Legend! Hope you heal quick!",Patrick_ONeal
3920,2022-08-18 19:13:08+00:00,1560344061881552897,"Update: He’s being treated for a belly issue; should heal easily as long as the diagnosis was correct. 
We got a big surprise though- turns out he has a heart murmur. We’ll be following up with a vet when his belly heals entirely, bc we’re v scared and uninformed on this issue. https://t.co/NmhUcakjpa",levisprayart
3921,2022-08-18 19:09:30+00:00,1560343146789326851,"Now offering Imara Reiki. Enhanced vibrational healing transcending planes and dimensions.  Heal those stubborn wounds body mind and spirit 

https://t.co/qBFINKbpPV @ Oklahoma Healing Connection https://t.co/AdNvT0k3Kj",OklahomaReiki
3922,2022-08-18 18:48:57+00:00,1560337974675603456,@RichardEngel 💔 so sorry to hear this. His love for you and your love for him will help you heal. He has found peace. 🙏,Sudeepv2010
3923,2022-08-18 18:19:08+00:00,1560330472227540996,I hate that dl shit like bitch. HEAL,naturellerelle
3924,2022-08-18 18:16:56+00:00,1560329918160031745,@_photochick Put Aquaphor on it!!!  It’ll help heal it quickly &amp; should help giving minimal scaring. https://t.co/D2m3CzsImm,MagpieDesignsVT
3925,2022-08-18 18:12:49+00:00,1560328880795295746,@TheRicoSuave_ Glad to hear you are okay and still here with us. Take all the time to heal and process.🤍✨,Anjuna_mami
3926,2022-08-18 18:05:13+00:00,1560326970608496640,"Finally putting myself first. Finally learning to choose distance over disrespect. Finally realizing I can’t control how others treat me, only how I choose to react. Finally giving myself the time to heal. 🤍",_jaya_444
3927,2022-08-18 18:01:12+00:00,1560325959571554304,@C10690423Donald @Rebecca61148866 @ksorbs Now that is true! And we didn’t need… whatever the government and Fauci call it…the mystery shot! We needed them to work on is a treatment regimen to heal the sick. No treatment…straight to the “vaccine”.,KarnasScott
3928,2022-08-18 17:54:47+00:00,1560324341622902784,"Brothers &amp; sisters, 

Let the tenor and tone of the words located in this email echo in your soul. Commitment afresh, to our King's vision of his multiethnic Bride, his church. 

This is why I wrote, How to Heal Our Racial Divide. Get your copy today.

https://t.co/82sC6qezim https://t.co/B1lhKyhDZJ",DerwinLGray
3929,2022-08-18 17:42:14+00:00,1560321186521042944,@rahatheart1 @pash22 An absolute tragedy on so many levels. Had 24/7 care for my mom at home. Min $60k/year out of pocket but upwards of $90k if placed in NH. My thought is: fund 24/7 home care to save $ and allow our loved ones to heal and eventually pass peacefully in their own beds.,MWaltonShirley
3930,2022-08-18 17:41:36+00:00,1560321024826216448,@gibigill Jesus can heal you,savvylions
3931,2022-08-18 17:38:56+00:00,1560320354849103874,#drJ got me #allTheWay together except this heal 🙄 hopefully this #DoesTheTrick with https://t.co/OIrwLY9H8n @ Detroit VA Medical Center https://t.co/xvOVAwfRkT,BlackCardBiz
3932,2022-08-18 17:34:09+00:00,1560319151394127872,Why did yin yoga just heal me of all my trauma I was facing the past week,JosefyneL
3933,2022-08-18 17:25:14+00:00,1560316904644182016,"@jloveenc @PrussianRemnant @JesseKellyDC Btw, thank you for a polite “back n forth.”
I truly believe these types of conversations (at a much higher level, of course) are one way we might heal some of the divide in America.🇺🇸
👍🏻",BrianKeevan
3934,2022-08-18 17:13:20+00:00,1560313911697674246,"At a Cardinals vs Rockies game. Favorite player ever isn’t even playing @KrisBryant_23 but gdi I will represent. Love the game. Love of the contribution to the @Cubs 
Heal up soon, KB. The game is better with u in it. Moral for life. Cubs for life. @moralesupplyco @DOM_Frederic https://t.co/VygtEczEAM",ejd_94
3935,2022-08-18 17:11:10+00:00,1560313365939077120,"@minakimes DeShaun has to live with this he created 4ever! I don’t condone his freakiness, Sexual assault/rape in any form or fashion. Let him get whatever help is needed. The nfl ashamed as they should be can now be satisfied. The women? I pray they too can get help &amp; heal.🙏🏾
#time2moveon",DavidQSmith2
3936,2022-08-18 16:57:06+00:00,1560309827909423105,"Feeling better. I still can’t wait to fully heal from the accident. Once I do, I’m hitting the gym, going to be more active with myself, Outdoors and VR alike.",FantasticMrFolf
3937,2022-08-18 16:37:40+00:00,1560304937380167680,"Me telling BM to heal: 🫶🏼
Unhealed BM calling me white to make me upset lol:😶‍🌫️",traplordelle
3938,2022-08-18 16:28:54+00:00,1560302729494495232,"It takes a man to do what Manti Te’o was willing to do on a global platform @netflix. 

One of the hardest falls in sports history turned into an 8-year career, a beautiful family and the strength to forgive the person who sabotaged his career. 

There’s nothing God can’t heal.",SullenSeason
3939,2022-08-18 16:10:41+00:00,1560298144050679819,"@thenamesvinny @BleacherReport Didn’t prove rape! 🙄. But hopefully he can get his help, the NFL is satisfied n the women affected can heal. Let us all move on. 🙏🏾",DavidQSmith2
3940,2022-08-18 16:08:31+00:00,1560297601299259393,A lot of men have childhood traumas they haven’t addressed. Have a strong dislike for women because they see them as weak since they watched their mothers experience hell on earth. HEAL https://t.co/hlGy4EIvwC,IamNieseEl
3941,2022-08-18 16:08:05+00:00,1560297491978911748,"@929espn Ok. Now let it be done, over &amp; move in. Let him get his help. Let these women heal. 🙏🏾",DavidQSmith2
3942,2022-08-18 16:07:02+00:00,1560297226752122884,"Welcome to my favorite corner in my house!! This corner allows me to heal, dream, imagine, cry, laugh &amp; travel! @ Chicago Illions https://t.co/p56oAjPJ8e",BiancaRivera954
3943,2022-08-18 16:02:33+00:00,1560296100501676032,"@mermaid_vee I hope you heal faster .. let everything out and surrender to the pain, let it pass and you will feel better. Stay strong ❤️‍🩹",Jazelleee21
3944,2022-08-18 15:58:46+00:00,1560295145295077376,Pharmaceuticals treat symptoms side effects scary herbs heal https://t.co/dKVbbjXY24,GMOsbad
3945,2022-08-18 15:58:04+00:00,1560294970481082369,"SOCIAL MEDIA DO YOUR THING!
SOME1 IN THE HOSPITAL NEEDING SOME HEALING&amp;1 OF THE THING THAT WILL HELP HER HEAL IS A CARD/RECEIVING MAIL/KNOWING WE DONT NEED TO KNOW SOMEONE TO LIFT SOMEONE UP&amp;YES,I HAVE PERMISSION 2 SHARE ADDRESS!

Louise Barrett 
104 Hill CRT 
Lancaster Ky 40444.",JimSichko
3946,2022-08-18 15:52:15+00:00,1560293506517721089,Ain payin for the mistakes of another person. You better heal ☠️,Whats__GoodSon
3947,2022-08-18 15:43:56+00:00,1560291415698968577,@gibigill Jesus can heal cancer and all other diseases.  Ask Him in FAITH for a divine touch and healing and you will be made whole in Jesus name.,KolexKoleoso
3948,2022-08-18 15:43:35+00:00,1560291324670410752,@phil_heal @cryptopunksnfts @BoredApeYC GM GM Phil,im_not_art
3949,2022-08-18 15:33:52+00:00,1560288878547931136,You cannot heal what you don’t reveal.,Iam_KamG
3950,2022-08-18 15:29:14+00:00,1560287712522944512,"@PamPeekeMD @DukeHealth Thanks @PamPeekeMD …surgery went well. 

Unfortunately have a sizable open incisional wound now to heal. So back to basics of nutrition &amp; exercise …&amp; most difficult of all…#patience",Paul_Wischmeyer
3951,2022-08-18 15:20:24+00:00,1560285489307045892,"“Without forgiveness life is governed by an endless cycle of resentment and retaliation.” Roberto Assagioli

#forgiveness #forgive #letitgo #heal #loveothers @ Highlands Ranch, Colorado https://t.co/gx7dHn9mpM",dolantommy
3952,2022-08-18 15:16:55+00:00,1560284616308576256,"@ArsenalAdi2 Get some olive oil, put some in a vial, say the Lords prayer ask Him to bless as anointing oil and ask Him to heal your baby. Put a drop on his head, then put a drop in his food everyday til it heals. With God all things are possible🙏🏻🙏🏻🙏🏻🙏🏻🌈🌈🌈🌈❤️❤️❤️😘",BellessMelanie
3953,2022-08-18 14:51:57+00:00,1560278331982893057,May we all heal from things we don't talk about!,abel_zube
3954,2022-08-18 14:42:15+00:00,1560275889694208000,@zackeisen21 @hbtCHIEFS Yeah since I was gone I just assumed they were giving him the year off to heal but to clarify he didn't get injured again in mini camp or OTAs right ? It's the same injury?,joshfann43
3955,2022-08-18 14:40:18+00:00,1560275401858961414,I don't like who I'm becoming and I need to change that.  I wasn't like this before. I need to heal,BCat442
3956,2022-08-18 14:34:53+00:00,1560274038508769280,@charleyboorman @Jeep That sure looks sore. It’s better to use an extra person when monkeying around with those doors. Heal well and fast.,JeffComstock2
3957,2022-08-18 14:28:14+00:00,1560272363463540737,29 years ago I was in the hospital from being burned in a house fire. Every day is a blessing! 8/18/93 it’s a day never forgotten but it’s a day I am still trying to heal from.,ColtsHarvickFan
3958,2022-08-18 14:14:58+00:00,1560269023035932675,@ThreeDailey I am so glad you all got out and so sorry you lost the kitties :( . I really hope you are all able to heal from this traumatic incident ❤️,mousey_gurl
3959,2022-08-18 13:59:13+00:00,1560265060831834112,"But….as I heal and think about the relationships I want. I’m completely denying dysfunctional environments. The outbursts, the mocking, the misogyny. I don’t even have to go on, I’m so beyond that.",riselikethetide
3960,2022-08-18 13:50:15+00:00,1560262805281902592,"@MiraSorvino Most importantly, God and time will heal all. Memories will never fade, however you will eventually reach a point that those same memories that make you sad now, will make you smile later. My father was 50 when I was born so I only got to spend 25 years with him he passed at 75.",AudioClarity
3961,2022-08-18 13:45:25+00:00,1560261589546172416,The Soul knows what to do to heal itself. The challenge is to Silence the Mind. https://t.co/7ixMT9YFYK,Native3rd
3962,2022-08-18 13:45:12+00:00,1560261533552103424,@GRITTY_ssh Heal up sav🖤🫶🏼 sorry that this happened 😔,jesusceja44
3963,2022-08-18 13:32:28+00:00,1560258330353963008,"@studentnurse_A It’s not, it’s happening -but that helped me heal",MSTwitir3K
3964,2022-08-18 13:18:27+00:00,1560254801388224512,@BuffaloBills @dawson_knox So so sorry for them.  Just awful.  I hope he and his family are doing ok and they have the time needed to try to heal.  That’s a different kind of loss/pain that I have unfortunately been through.  So young and just starting life really. 💔,Crazy4OReilly90
3965,2022-08-18 13:03:51+00:00,1560251128985669632,"@mfarooqbukhsh Agree for U also ,r u near floods pray for protection &amp; perseverance, mircles for all impacted. Thank you Lord heal make whole families safe &amp; secure.",krissymom2
